founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2017,227,2,6,4,1775350000,4,31,695,192948141.7399382,6887460055.650055,False,2,16861,2019,3
2017,55,1,2,5,2162663000,0,37,561,710537094.607156,4631440759.548257,False,2,5202,2017,10
2019,141,5,2,3,2135309000,4,164,436,336585857.7874472,14488205316.538774,False,2,6864,2016,5
2007,91,5,0,5,1595145000,5,247,399,463135240.4609442,6517016556.62959,False,2,9843,2018,10
2017,42,4,6,3,1165067000,4,116,496,281912719.72992444,8200619324.995763,False,2,10262,2020,8
2010,176,0,3,4,405338000,0,111,635,26714963.99454681,1062958738.6700232,False,2,12340,2023,1
2013,63,4,6,0,117103000,5,19,695,45236427.02273093,393428665.6441256,True,0,11031,2022,10
2018,13,4,5,6,213052000,2,22,658,34284676.45307304,1160590446.812516,False,2,1004,2021,4
2008,158,2,0,5,1179659000,6,0,267,238324477.08574703,6067709470.445316,False,2,11339,2016,12
2023,213,1,6,2,63835000,6,132,63,27978814.98692267,579382515.5892283,False,2,9096,2018,2
2018,7,1,4,2,555616000,6,148,654,170228463.95458528,3983692110.77844,False,2,16779,2016,11
2005,20,5,6,2,542885000,0,111,991,163260679.5363305,4497641896.088555,False,2,1997,2020,11
2012,193,3,6,0,151051000,0,232,785,62582099.04880811,1221199204.9281003,False,2,6215,2017,1
2014,53,5,3,5,509364000,2,185,480,213492416.58699265,1794711305.5205014,False,2,10470,2016,11
2016,231,0,4,2,158525000,1,179,861,44170810.14947526,486832918.1360997,False,2,1028,2020,7
2013,6,0,0,2,140420000,3,111,644,31372887.607685592,485469191.8297387,False,2,8547,2019,4
2015,13,2,5,3,1194464000,2,204,678,519191718.85871416,2607809864.313109,False,2,11401,2023,9
2014,108,0,3,4,142623000,4,75,529,43450615.1720611,326389611.5568538,True,1,13900,2024,9
2018,128,3,5,6,580460000,6,37,563,221168986.6750984,4940785772.399062,False,2,1382,2025,3
2023,160,0,1,6,255450000,3,75,307,67287747.38177598,2268002570.2482824,False,2,11660,2024,5
2012,171,4,6,4,251676000,6,185,90,27816733.124943186,2109119900.7536352,False,2,1980,2017,7
2021,74,1,2,2,208794000,6,185,783,31925396.70078707,677346515.3638047,False,2,1207,2020,1
2021,184,2,5,5,208551000,6,255,887,14641348.971544892,595150578.5861108,False,2,2604,2022,9
2009,100,3,3,3,550688000,4,41,319,27594093.36450641,4171968912.384724,True,2,6265,2023,9
2012,234,4,0,4,93541000,5,186,79,14485032.127447534,793952509.3558879,True,1,12525,2021,4
2022,102,5,4,2,617428000,4,148,85,170298405.72292712,4685183731.650115,False,2,15732,2018,8
2005,112,3,1,4,79421000,3,152,847,38652712.37486672,518236361.0466995,False,2,10722,2024,5
2009,30,0,0,3,324692000,5,148,624,35372549.33419496,1704217503.8142164,False,2,232,2018,12
2011,193,1,3,5,132657000,1,111,581,62355156.8936903,1200195630.7016351,False,2,604,2024,2
2005,41,1,2,3,215570000,5,74,372,30097064.75870867,1038440163.549582,False,2,13887,2022,9
2013,141,0,2,5,197581000,6,148,406,62475939.70319415,1501289895.031707,True,2,16405,2022,3
2019,122,1,4,1,913834000,4,56,941,314621665.8321076,6991989867.020174,False,2,4853,2015,11
2008,75,1,6,2,1106202000,1,111,161,66165457.27575127,4762889555.473141,False,2,6262,2015,8
2019,110,4,3,5,305109000,0,7,899,21935842.645487867,2199723512.145332,False,2,13415,2020,6
2008,98,3,6,5,347661000,4,222,722,129208146.13996492,3092889454.386419,False,2,7191,2024,1
2005,59,4,3,3,476863000,1,81,200,165712016.184558,1070172953.467418,True,0,85,2017,10
2007,192,4,3,3,712696000,5,185,361,157009131.47093853,3299099764.6434035,False,2,12288,2023,8
2023,167,2,5,5,921846000,5,45,747,245136441.72737536,8238366245.56058,True,2,18066,2019,4
2021,181,5,0,4,277483000,6,206,415,121839002.60525796,613325889.0957571,False,2,11803,2016,3
2018,49,3,3,4,331092000,6,241,398,152285321.73997432,1472022302.9731147,False,2,1329,2016,8
2005,233,0,4,4,130768000,4,75,743,59632135.025952674,1045972666.0762548,True,0,15427,2021,12
2011,199,4,6,4,454637000,6,17,900,211801745.5429226,3394243648.905664,False,2,11227,2024,2
2021,170,0,2,4,235634000,1,112,23,63404834.71566933,1615993439.694776,False,2,10559,2024,12
2006,23,3,3,3,157002000,6,37,118,73305293.06130134,796253184.2546111,False,2,17957,2023,5
2008,134,5,4,3,2560462000,1,83,402,466240292.8457438,11962155195.758425,False,2,9055,2025,3
2020,160,2,5,4,243049000,1,162,889,15120066.426931374,2374888464.184612,False,2,12109,2021,5
2006,54,5,0,3,2552074000,4,74,41,249835726.79757,15085877784.44056,False,2,3131,2017,8
2015,102,1,5,6,141221000,4,56,908,35192985.4544492,526517332.3230673,False,2,1392,2019,1
2011,85,5,4,5,157698000,6,140,504,45936501.23661032,1161865920.4545426,False,2,11275,2018,5
2013,52,4,6,5,206738000,1,254,570,77793834.81833486,1660928435.4281878,False,2,15589,2025,6
2007,87,0,4,6,395954000,2,185,692,157701008.88509515,3658146472.929348,True,2,17092,2024,5
2005,134,0,1,3,272750000,4,37,786,87550037.63755748,659633554.3581342,False,2,4346,2019,5
2005,160,2,6,5,203422000,4,37,378,78692181.09636061,510191276.5777192,False,2,13737,2019,12
2017,53,0,5,3,366369000,1,1,720,48939197.33491507,1954823126.6364028,False,2,16882,2021,8
2014,156,3,4,1,33314000,3,24,494,8612618.14826453,256714792.8832075,True,0,4124,2024,7
2021,155,1,1,5,157476000,3,99,565,34041739.72368609,1005012410.4416232,False,2,5463,2025,6
2019,66,2,3,6,145930000,2,0,357,47603756.94185488,864483076.1071227,True,0,12496,2024,12
2016,197,0,3,3,99714000,3,148,362,37429278.49751926,646576358.1519374,False,2,13884,2017,3
2006,182,1,0,2,334409000,2,252,998,90613177.80371676,2461173590.5169144,False,2,3450,2023,8
2021,78,3,2,3,1985450000,3,163,660,296943455.2448061,10100850392.801374,False,2,8344,2017,1
2011,184,3,2,5,314907000,1,158,146,77667763.46311365,2138470295.1388028,False,2,17792,2017,6
2019,79,1,4,5,484119000,1,17,732,234952143.8245889,4364881046.350284,False,2,5482,2021,3
2018,133,0,0,3,472422000,5,20,497,35614225.842371546,1854745457.2564647,False,2,45,2020,10
2018,106,1,4,1,60130000,4,244,413,23972937.506120417,179578972.46493176,False,2,15283,2021,7
2013,116,5,2,3,777502000,3,142,254,341362930.02120835,6217563364.233227,False,2,9069,2023,11
2012,137,4,5,4,845705000,6,23,322,88176414.65602235,5186277972.92154,False,2,4010,2020,6
2014,162,0,1,5,57710000,5,0,706,24545112.420213293,329703786.9521362,False,2,1948,2017,8
2017,145,1,0,4,242472000,4,187,887,18702815.998365507,1018315640.126567,False,2,5364,2024,1
2017,2,3,5,6,676089000,2,50,898,230781050.1103144,4383091833.791571,False,2,11399,2020,8
2013,31,4,2,0,328728000,1,29,394,91383806.3633508,2367138842.541207,False,2,17586,2018,10
2012,107,2,3,0,640870000,2,111,546,302637038.3039841,6289929719.557696,False,2,3286,2018,3
2017,134,5,0,1,2512382000,3,0,813,1250925154.0388386,18478893407.573837,False,2,3279,2024,12
2005,98,5,3,6,375135000,4,249,528,163865186.26076457,3478774804.461682,False,2,9716,2021,3
2007,37,3,3,5,933888000,4,198,655,426659071.84144986,8075114987.621942,False,2,12826,2019,3
2021,161,0,6,5,126921000,2,57,922,25419783.616617035,1032922260.031066,False,2,12008,2019,7
2009,28,0,1,2,314292000,6,192,598,48651923.90711427,1831120670.386276,False,2,8403,2017,4
2019,181,0,2,3,4018202000,3,116,118,1892880521.4760532,29300504620.91881,False,2,2068,2022,7
2013,97,4,0,3,1775035000,1,111,206,716820313.5480983,11812905465.998604,False,2,1284,2018,10
2010,237,0,5,4,250026000,4,62,171,36114993.63149732,2352884772.086081,False,2,6211,2023,4
2018,7,1,5,0,990034000,3,167,275,358458040.67462033,7298733225.258071,False,2,11736,2023,4
2005,230,3,4,6,36853000,6,167,699,11058149.415554574,109251853.4018936,True,2,8548,2019,11
2015,3,0,2,5,228845000,0,222,308,58268663.21847871,1291358978.6272235,True,0,13633,2025,1
2006,100,5,3,5,4814316000,6,93,849,2314690706.905733,34746618106.11103,False,2,12581,2021,9
2008,170,5,4,3,872797000,0,197,791,390730547.65226674,5629916731.0296135,False,2,12385,2025,7
2008,204,4,2,2,220645000,1,20,602,24264038.361124344,1464501065.3932889,True,0,8088,2025,5
2005,189,4,0,1,543224000,2,192,221,123893527.6315362,4557912366.747338,False,2,2290,2017,5
2023,229,0,2,6,1354799000,0,184,714,660531243.5420651,4309726009.339222,False,2,14659,2022,12
2009,183,2,4,3,502024000,5,185,13,114297053.23872392,3674739473.7127776,False,2,226,2018,2
2017,127,0,4,4,134157000,2,74,414,55833775.83522728,1320511074.18811,False,2,7022,2022,12
2009,214,1,2,3,163364000,2,66,520,65053423.33266109,1011127262.4621696,False,2,11764,2024,5
2009,63,1,1,0,2552038000,2,7,557,659134928.5513034,15371191445.305462,False,2,15020,2018,2
2022,137,3,4,0,34858000,1,100,866,4934284.895906518,321737094.9521964,False,2,15427,2019,1
2023,151,1,0,5,1060801000,2,0,997,506496661.6106114,4535088333.499764,False,2,17554,2022,10
2018,19,0,3,4,1513577000,3,37,101,130957307.94795576,13030549800.997131,False,2,5841,2017,2
2022,2,3,2,3,479742000,1,37,701,83901892.90921801,4471298222.199656,False,2,17772,2023,11
2021,40,4,3,4,186673000,0,140,908,47246758.20775453,1715096789.204296,False,2,1018,2022,6
2015,22,1,4,2,171592000,4,155,73,81712734.08736186,619535594.1140894,False,2,9900,2019,9
2020,35,2,1,5,81679000,3,0,654,25347078.004571248,417223081.0116907,False,2,13258,2019,12
2006,78,1,4,3,267381000,1,155,556,65975389.03234678,2029812437.5881064,False,2,7192,2018,1
2018,125,3,6,4,642057000,4,257,178,149700280.25970748,1584759703.3914442,False,2,6679,2023,4
2020,173,4,1,3,456971000,2,75,115,25174033.8374015,3153669816.787239,False,2,10137,2024,10
2017,169,2,2,2,3528229000,3,132,461,1636909355.106073,10190257761.863834,False,2,17073,2022,3
2016,209,1,1,4,2476613000,3,188,880,202706196.18723652,5401303901.52304,False,2,9894,2018,8
2008,121,2,2,2,875861000,0,87,993,226750025.1799796,7295478504.542217,False,2,9109,2019,12
2012,149,4,6,6,614818000,3,21,367,212394881.76126105,2863444931.612329,False,2,280,2017,8
2012,183,0,1,4,317532000,4,148,25,89582638.85110702,3087871635.700726,False,2,2592,2019,3
2010,186,4,5,1,441214000,2,0,324,146050195.11491048,1369579809.1227248,False,2,3229,2017,10
2016,106,1,5,0,84387000,2,185,208,5872064.321694855,177860760.38422453,True,1,7968,2022,5
2018,9,0,2,5,247206000,3,236,180,101773839.69954544,2466758968.2523723,True,2,7915,2016,7
2020,190,4,4,3,348194000,5,148,74,27015230.30725449,1901769543.3789449,False,2,2564,2018,11
2013,26,4,6,3,152556000,0,223,25,72144087.22891542,788210241.5737361,False,2,6393,2019,10
2021,128,2,0,2,75087000,0,111,707,20523150.263539422,297694946.98863846,False,2,1604,2017,10
2023,230,3,4,1,602750000,3,111,775,301215129.32376456,1873176282.247977,False,2,683,2022,1
2011,234,3,5,4,148964000,5,74,187,35866715.96723919,1227968251.3973362,False,2,16698,2024,8
2016,77,3,6,2,395780000,3,18,923,48298724.61622999,3664404903.337796,False,2,9678,2023,12
2018,20,3,5,5,370498000,5,56,769,48611383.69438063,860842012.1613977,True,0,9739,2017,1
2023,160,5,4,0,63079000,2,93,971,14670144.211326538,186240871.0654768,False,2,2773,2017,1
2014,127,1,2,0,1341941000,3,148,552,518935993.75075865,9141878049.250175,False,2,17441,2015,12
2023,205,4,6,5,134871000,3,108,112,42761293.28115269,1109823549.4755158,False,2,6615,2017,1
2011,66,0,3,5,270727000,2,222,262,51594820.76128134,597462832.4340302,False,2,14984,2016,8
2014,170,0,4,5,925684000,3,222,861,458300010.9814253,1950425366.406991,False,2,8547,2024,11
2019,215,3,4,4,139212000,2,216,32,26139712.36119031,347496395.33539003,False,2,6183,2021,12
2005,3,5,6,3,172183000,1,214,924,79959708.90991192,455335600.99157965,True,2,15569,2019,11
2010,94,0,3,4,70121000,6,182,348,28028087.620761182,362124139.0906484,False,2,10795,2022,2
2011,16,1,3,4,472168000,6,111,247,31954874.772476863,4518481121.392287,False,2,11901,2022,3
2017,167,4,0,0,2006134000,3,124,883,174995727.92636797,13604533565.376434,False,2,109,2018,6
2016,153,5,3,4,1803755000,1,117,737,890777406.1795288,14059583366.84236,False,2,513,2018,12
2014,172,5,6,3,558807000,1,202,609,97931188.80728257,4245012378.4793897,True,0,4441,2024,10
2006,195,0,4,0,1386970000,6,37,93,602523619.2957612,3743488202.5012665,False,2,14719,2018,4
2014,207,0,5,5,1433713000,4,168,5,141634973.82354376,10215114792.19838,False,2,13584,2018,3
2021,209,4,2,3,420580000,5,50,515,202826057.4723769,3997479187.578432,False,2,2983,2025,5
2023,75,3,0,3,866676000,3,37,888,395472390.1322852,8041720027.930448,False,2,9654,2021,12
2018,4,2,3,4,572648000,0,74,34,109050995.40137668,4779824194.298483,False,2,11409,2022,11
2013,59,3,0,2,856998000,4,233,818,231189153.1116,2688416691.0626597,False,2,12273,2016,10
2021,191,3,2,0,307824000,0,222,386,112197739.70038538,1331262854.8930492,False,2,11710,2023,5
2021,216,3,2,3,1050137000,5,37,207,288821345.3359746,8957691389.827328,False,2,7343,2020,1
2021,5,3,4,4,472981000,5,2,796,218617249.7758717,4524323914.9249735,False,2,880,2016,3
2020,196,2,6,3,190175000,5,185,55,29372344.907047637,599408750.4202099,False,2,12681,2016,11
2022,96,2,6,3,2163492000,5,222,932,653622576.5044683,7581105571.167469,False,2,8823,2022,11
2011,30,4,0,5,408784000,6,148,86,110032362.61153825,3830386909.510754,False,2,5765,2024,1
2006,87,4,3,2,2226931000,3,170,652,448322956.0103258,7811784895.342384,False,2,14223,2021,10
2013,226,5,3,3,1040550000,4,37,612,171731335.04491466,6519483561.498199,False,2,2454,2016,5
2021,229,3,4,5,640492000,6,223,971,236025380.21706003,5043981468.16055,False,2,17894,2020,12
2006,180,2,6,6,63720000,5,148,835,7908175.959842194,509979629.5015501,False,2,9358,2021,10
2022,27,2,1,4,533505000,4,111,151,118793827.02153164,1690587714.348925,False,2,8961,2022,2
2006,102,1,1,1,251522000,1,222,659,17601120.109959025,823781515.5408893,False,2,287,2018,4
2020,54,3,3,0,953688000,5,23,913,313381587.79126203,7443688866.568104,True,2,15250,2023,11
2014,206,5,0,1,464258000,2,257,975,82263415.58015463,3116032261.9282627,False,2,906,2022,12
2016,160,2,0,6,323297000,2,118,954,21000773.80623824,1206875686.6497428,False,2,8067,2020,11
2008,121,1,0,3,137199000,6,132,394,11482305.489672696,700020930.0605811,False,2,3560,2022,11
2021,239,5,4,4,292037000,0,149,835,123893143.65546894,2117848381.684804,False,2,16087,2023,2
2010,215,0,5,4,1421579000,0,111,348,397030312.54540247,5537240051.317992,True,1,9855,2023,10
2014,198,0,5,4,1281287000,3,179,915,318359696.01737434,5025934926.751971,False,2,7022,2022,5
2006,183,3,2,4,2319647000,4,37,598,565560492.0168908,20835491076.09453,False,2,16733,2022,10
2019,160,2,6,3,162517000,3,0,439,9495343.168320354,1550997234.3352926,False,2,18148,2019,12
2005,134,4,5,4,80419000,0,155,205,15941099.807233823,420857602.9108943,False,2,15759,2025,3
2014,95,5,1,3,471798000,1,39,252,143793907.40301797,1608766404.5914102,True,1,7975,2017,9
2011,83,5,0,4,1185815000,3,100,688,325384089.6641827,11082234256.693104,False,2,6377,2024,4
2017,148,2,4,4,75225000,6,109,604,4816761.227041891,352836407.2646581,False,2,10956,2018,6
2020,72,0,3,5,676598000,1,54,869,208166140.27338284,1583852525.4810152,False,2,10226,2020,11
2012,183,5,2,3,775141000,3,81,329,312029878.8523602,1729421253.944486,False,2,8082,2019,1
2017,225,2,3,4,6136180000,3,166,198,2462947937.148428,37841922485.11984,False,2,6640,2018,10
2019,200,4,1,3,655747000,0,244,792,80036410.73363003,4151272582.949086,False,2,16503,2023,7
2010,67,1,6,5,396535000,2,124,165,77102924.88394706,2466404489.724868,False,2,8633,2017,9
2015,49,5,1,4,171282000,0,100,584,59522347.60551096,1211966076.6720014,False,2,13515,2024,2
2018,63,4,1,4,499233000,0,204,887,197826205.1629143,1360543694.1195912,True,2,701,2021,4
2014,98,0,3,6,1306417000,1,176,882,145703213.9300862,9694640573.948835,False,2,5845,2020,6
2012,206,2,1,2,102494000,2,111,170,7847147.664472796,479615796.7123527,False,2,160,2016,7
2017,42,4,6,4,714183000,1,74,306,242923863.8473623,6401698826.884518,False,2,1541,2021,3
2005,230,4,5,2,810441000,1,19,448,299191553.39180803,4988265037.137187,True,1,14136,2022,7
2021,171,1,6,4,82719000,1,20,18,37726946.76148221,361124085.4347952,False,2,15047,2017,8
2016,83,2,2,2,2856681000,4,37,368,154685897.82449806,10209561298.900772,False,2,3397,2021,8
2023,211,4,1,3,309210000,3,76,45,130376975.635618,2230095952.0937114,True,0,17139,2019,11
2019,108,2,0,3,204271000,0,90,952,25746575.274511863,1697609214.3140247,False,2,16578,2017,2
2021,35,2,1,4,23499391000,6,129,949,5004206627.029538,209542446175.61105,False,2,1436,2016,11
2022,71,4,6,5,1653543000,5,210,161,319542698.2498286,4552399138.216311,False,2,16739,2018,3
2012,152,5,1,5,1453590000,2,54,155,502814004.6773029,5093578833.871562,False,2,7572,2018,10
2012,1,3,0,6,148797000,5,211,328,14924775.759263128,1084272738.0232372,True,0,12681,2022,8
2013,216,3,5,5,133209000,4,99,98,57181378.27433633,1308863895.943865,False,2,14729,2015,9
2009,128,0,1,5,2151523000,1,201,812,306678842.6411811,14235658915.37585,False,2,10978,2016,12
2017,216,0,1,6,106618000,1,119,569,41421078.58460342,904674027.9826738,False,2,14082,2015,11
2015,241,3,4,4,297252000,4,1,974,29732609.163397368,691992577.5830343,False,2,12457,2018,1
2023,3,4,2,4,1536237000,0,223,437,625308045.3853579,9783525293.088676,True,2,18264,2020,1
2023,17,4,2,4,85872000,2,194,939,26735126.513564862,721227401.7469141,False,2,4297,2015,11
2014,70,3,6,5,5855081000,3,210,93,1652876502.6252818,52951396187.87848,False,2,4000,2023,8
2022,111,4,2,1,864765000,2,244,323,134888187.90183046,3555869297.0813885,True,1,6416,2016,5
2021,74,1,2,2,540244000,5,222,210,127119294.75315656,2584068913.5795736,False,2,9327,2023,11
2017,109,1,0,4,350581000,4,51,835,172348046.56330955,3300519208.0786114,False,2,14709,2022,10
2014,113,5,5,2,311687000,3,105,466,17359577.831661157,1599074835.580438,False,2,15765,2021,3
2012,215,4,2,3,984616000,3,37,176,274844094.3986227,2821676484.569956,False,2,9697,2016,4
2021,41,0,1,6,1887967000,2,63,45,415244989.71635926,9102188059.665174,False,2,15250,2018,6
2011,87,1,1,3,524989000,2,198,631,106291734.6679174,4926893440.400269,False,2,18311,2019,4
2017,40,5,6,2,407567000,3,144,106,68907252.57824695,3729423983.3288383,False,2,16656,2021,5
2007,55,3,4,4,225481000,1,39,458,21020132.200312864,1193142211.7909255,False,2,13828,2016,12
2015,117,2,6,3,1219389000,5,87,369,179216101.40477824,8729804955.77817,False,2,3636,2022,7
2018,148,2,4,0,346887000,2,37,910,38325032.16197602,3341148188.242058,False,2,12477,2024,6
2021,146,1,1,5,2979516000,1,40,708,730571455.7798115,14117726551.30168,False,2,1712,2022,6
2011,217,5,2,4,1803269000,3,74,984,262744215.5524583,12319757142.922749,False,2,15427,2020,6
2021,213,3,1,6,382792000,4,111,221,171269026.27612627,1221187058.779395,False,2,10907,2017,3
2012,200,2,6,4,707360000,3,185,690,333348145.9589277,3398079822.225148,False,2,16245,2015,10
2007,93,1,6,5,206352000,5,0,644,77012613.71650688,1600719402.7887983,False,2,11818,2017,6
2009,91,3,1,6,37474000,3,37,331,9961146.180703131,231785053.99112347,False,2,18122,2021,10
2023,87,1,2,4,1010459000,1,7,729,304385511.08720845,7759515117.698472,False,2,12501,2017,2
2018,225,5,6,2,50739000,3,0,829,18908511.592264146,196952855.48637503,False,2,17104,2016,12
2022,210,5,6,4,240783000,0,130,867,91098248.05572888,1496934601.6106567,False,2,17975,2025,2
2021,175,3,3,3,615665000,5,148,938,151924281.47337517,4633082982.819761,False,2,2252,2017,1
2008,100,4,2,5,1416807000,4,148,784,313820535.4997852,5766534526.060257,False,2,7570,2019,12
2017,123,3,6,5,653648000,1,218,461,185264365.20127207,4561496960.737233,False,2,6560,2020,5
2021,34,2,2,3,1328761000,2,222,442,379424274.0005931,3038329888.351025,False,2,230,2017,4
2022,212,0,4,4,350372000,2,74,243,52686937.0982428,1963896812.133892,True,0,15472,2023,12
2016,46,5,2,2,146729000,3,37,927,71796825.04253386,667391877.3254344,False,2,7136,2019,2
2006,77,5,5,3,963833000,4,163,912,279141547.8485777,2073909419.9557889,False,2,18617,2015,12
2021,170,3,6,5,572871000,0,111,798,79031050.07046922,5422735892.37808,True,0,7125,2024,8
